kural,verification,pal,iyal,adhigaram,adhigaramName,adi,siraPos,sira,togai,sol,split,category,ilakkanam,vetrumai,todar,gloss,confidence
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,தூங்காமை,,தூங்காமை,தூங்கு + ஆமை (எதிர்மறை),பெயர்,தொழிற்பெயர்,,,non-procrastination / alertness,0.83
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,கல்வி,,கல்வி,கல் + வி,பெயர்,தொழிற்பெயர்,,,learning,0.88
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,துணிவுடைமை,,துணிவு,துணிவு,பெயர்,பண்புப்பெயர்,,,courage / resolve,0.85
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,துணிவுடைமை,,உடைமை,உடை + மை,பெயர்,தொழிற்பெயர்,,,possession of,0.82
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,இம்மூன்றும்,,இ,இ,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this (proximal),0.8
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,இம்மூன்றும்,,மூன்று,மூன்று,பெயர்,எண்ணுப்பெயர்,,,three,0.9
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,இம்மூன்றும்,,உம்,உம்,இடை,உம்மை,,,and / all (inclusive),0.92
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,நீங்கா,,நீங்கா,நீங்கு + ஆ (எதிர்மறை),வினை,எதிர்மறைபெயரெச்சம்,,,not departing / inseparable (qualifies the three traits),0.78
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,நிலனான்,,நிலன்,நிலன்,பெயர்,இடப்பெயர்,2:ஐ:செயப்படுபொருள்,,the land (object of ruling),0.72
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,பவர்க்கு,,ஆள்பவர்,ஆள் + பு + அர்,பெயர்,வினையாலணையும்பெயர்,4:கு:கொடை/நோக்கம்,,for those who rule,0.72
383,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,பவர்க்கு,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to / for (dative),0.83
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,அறனிழுக்கா,,அறன்,அறன்,பெயர்,பண்புப்பெயர்,7:கண்:இடம்,,virtue / dharma,0.78
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,அறனிழுக்கா,,இழுக்காது,இழுக்கு + ஆ (எதிர்மறை) + து,வினை,எதிர்மறைவினையெச்சம்,,,without swerving (from virtue),0.8
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,தல்லவை,,அல்லவை,அல் + அவை,பெயர்,வினையாலணையும்பெயர்,2:ஐ:செயப்படுபொருள்,,things that are not (the wrong / non-virtuous things),0.78
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,நீக்கி,,நீக்கி,நீக்கு + இ,வினை,வினையெச்சம்,,,having removed,0.85
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,மறனிழுக்கா,,மறன்,மறன்,பெயர்,பண்புப்பெயர்,7:கண்:இடம்,,valour / bravery,0.78
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,மறனிழுக்கா,,இழுக்கா,இழுக்கு + ஆ (எதிர்மறை),வினை,எதிர்மறைபெயரெச்சம்,,,not swerving (from valour) — modifies மானம்,0.75
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,மானம்,,மானம்,மானம்,பெயர்,பண்புப்பெயர்,2:ஐ:செயப்படுபொருள்,,honour / self-respect,0.85
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,உடைய,,உடையது,உடை + அது,பெயர்,வினையாலணையும்பெயர்,,,that which possesses,0.75
384,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,தரசு,,அரசு,அரசு,பெயர்,பொருட்பெயர்,,,kingship / the king (rule),0.85
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,இயற்றலும்,,இயற்றல்,இயற்று + அல்,பெயர்,தொழிற்பெயர்,,,producing (revenue),0.85
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,இயற்றலும்,,உம்,உம்,இடை,உம்மை,,,and (inclusive),0.9
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,ஈட்டலுங்,,ஈட்டல்,ஈட்டு + அல்,பெயர்,தொழிற்பெயர்,,,amassing / accumulating,0.85
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,ஈட்டலுங்,,உம்,உம் (> உங்),இடை,உம்மை,,,and (inclusive),0.88
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,காத்தலும்,,காத்தல்,கா + த்தல்,பெயர்,தொழிற்பெயர்,,,guarding,0.88
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,காத்தலும்,,உம்,உம்,இடை,உம்மை,,,and (inclusive),0.9
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,காத்த,,காத்த,கா + த்த,வினை,பெயரெச்சம்,,,that which was guarded (modifies வகுத்தல்),0.8
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,வகுத்தலும்,,வகுத்தல்,வகு + த்தல்,பெயர்,தொழிற்பெயர்,,,apportioning / distributing,0.85
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,வகுத்தலும்,,உம்,உம்,இடை,உம்மை,,,and (inclusive),0.9
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,வல்ல,,வல்ல,வல் + ல,வினை,குறிப்புவினைமுற்று,,,is capable / skilled,0.75
385,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,தரசு,,அரசு,அரசு,பெயர்,பொருட்பெயர்,,,the king / kingship,0.85
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,காட்சிக்,,காட்சி,காண் + சி,பெயர்,தொழிற்பெயர்,4:கு:கொடை/நோக்கம்,,for seeing / for audience,0.8
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,காட்சிக்,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to / for (dative),0.82
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,கெளியன்,,எளியன்,எளி + அன்,வினை,குறிப்புவினைமுற்று,,,(he) is easy / accessible,0.78
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,கடுஞ்சொல்லன்,,கடுஞ்சொல்,கடு(மை) + சொல்,பெயர்,பண்புப்பெயர்,,அடைமொழி,harsh word,0.8
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,கடுஞ்சொல்லன்,,அன்,அன்,வினை,குறிப்புவினைமுற்று,,,(he) is one of harsh words (predicative -அன்),0.72
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,அல்லனேல்,,அல்லனேல்,அல் + அன் + ஏல் (நிபந்தனை),வினை,எதிர்மறைவினைமுற்று,,,if (he) is not,0.7
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,மீக்கூறும்,,மீக்கூறும்,மீ + கூறு + உம்,வினை,தெரிநிலைவினைமுற்று,,,(the world) will exalt / praise,0.68
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,மன்னன்,,மன்னன்,மன்னன்,பெயர்,பொருட்பெயர்,6:அது:உடைமை,,king('s),0.72
386,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,நிலம்,,நிலம்,நிலம்,பெயர்,இடப்பெயர்,,,land / realm,0.85
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,இன்சொலால்,பண்புத்தொகை,இன்சொல்,இன்(பம்) + சொல்,பெயர்,பண்புப்பெயர்,3:ஆல்:கருவி/உடன்,அடைமொழி,with sweet word,0.82
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,இன்சொலால்,பண்புத்தொகை,ஆல்,ஆல்,இடை,வேற்றுமைஉருபு,3:ஆல்:கருவி/உடன்,,by / with (instrumental),0.85
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,ஈத்தளிக்க,,ஈத்து,ஈ + த்து,வினை,வினையெச்சம்,,,having given,0.8
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,ஈத்தளிக்க,,அளிக்க,அளி + க்க,வினை,வினையெச்சம்,,,so as to protect / cherish,0.78
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,வல்லார்க்குத்,,வல்லார்,வல் + ஆர்,பெயர்,வினையாலணையும்பெயர்,4:கு:கொடை/நோக்கம்,,for those capable,0.8
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,வல்லார்க்குத்,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to / for (dative),0.85
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,தன்சொலால்,,தன்,தன்,பெயர்,சுட்டுப்பெயர்,6:அது:உடைமை,,his / one's own,0.78
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,தன்சொலால்,,சொல்,சொல்,பெயர்,பொருட்பெயர்,3:ஆல்:கருவி/உடன்,,word,0.82
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,தன்சொலால்,,ஆல்,ஆல்,இடை,வேற்றுமைஉருபு,3:ஆல்:கருவி/உடன்,,by / with (instrumental),0.85
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,தான்கண்,,தான்,தான்,பெயர்,சுட்டுப்பெயர்,,,itself (the world),0.68
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,தான்கண்,,கண்டு,காண் + ட் (கண்டு),வினை,வினையெச்சம்,,,having seen / regarded,0.7
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,டனைத்திவ்,,அனைத்து,அனைத்து,பெயர்,எண்ணுப்பெயர்,,,all that much / to that extent,0.7
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,டனைத்திவ்,,இ,இ,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this,0.72
387,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,வுலகு,,உலகு,உலகு,பெயர்,இடப்பெயர்,,,world,0.85
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,முறைசெய்து,வேற்றுமைத்தொகை,முறை,முறை,பெயர்,பண்புப்பெயர்,2:ஐ:செயப்படுபொருள்,,justice / due order,0.82
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,முறைசெய்து,வேற்றுமைத்தொகை,செய்து,செய் + து,வினை,வினையெச்சம்,,,having done / administering,0.88
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,காப்பாற்றும்,,காப்பாற்றும்,காப்பு + ஆற்று + உம்,வினை,பெயரெச்சம்,,,(who) protects — modifies மன்னவன்,0.82
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,மன்னவன்,,மன்னவன்,மன்னவன்,பெயர்,பொருட்பெயர்,,,king,0.9
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,மக்கட்கு,,மக்கள்,மக்கள்,பெயர்,பொருட்பெயர்,4:கு:கொடை/நோக்கம்,,to the people,0.85
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,மக்கட்கு,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to / for (dative),0.85
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,இறையென்று,,இறை,இறை,பெயர்,பொருட்பெயர்,,,god / lord / chief,0.8
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,இறையென்று,,என்று,என் + று,வினை,வினையெச்சம்,,,(saying / regarding) as,0.8
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,வைக்கப்,,வைக்க,வை + க்க,வினை,வினையெச்சம்,,,to be regarded / placed,0.8
388,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,படும்,,படும்,படு + உம்,வினை,தெரிநிலைவினைமுற்று,,,will be (passive auxiliary),0.75
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,செவிகைப்பச்,,செவி,செவி,பெயர்,சினைப்பெயர்,,,ear,0.85
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,செவிகைப்பச்,,கைப்ப,கைப்பு + அ,வினை,வினையெச்சம்,,,so as to taste bitter (to the ear),0.72
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,சொற்பொறுக்கும்,வேற்றுமைத்தொகை,சொல்,சொல்,பெயர்,பொருட்பெயர்,2:ஐ:செயப்படுபொருள்,,word(s),0.8
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,சொற்பொறுக்கும்,வேற்றுமைத்தொகை,பொறுக்கும்,பொறு + க்கும்,வினை,பெயரெச்சம்,,,(who) endures — modifies வேந்தன்,0.82
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,பண்புடை,,பண்பு,பண்பு,பெயர்,பண்புப்பெயர்,,,good quality,0.85
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,பண்புடை,,உடை,உடை,பெயர்,வினையாலணையும்பெயர்,,அடைமொழி,possessing (modifies வேந்தன்),0.72
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,வேந்தன்,,வேந்தன்,வேந்தன்,பெயர்,பொருட்பெயர்,6:அது:உடைமை,,king('s),0.78
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,கவிகைக்கீழ்த்,வேற்றுமைத்தொகை,கவிகை,கவி + கை,பெயர்,பொருட்பெயர்,,,(royal) parasol / umbrella,0.78
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,கவிகைக்கீழ்த்,வேற்றுமைத்தொகை,கீழ்,கீழ்,பெயர்,இடப்பெயர்,7:கீழ்:இடம்,,under / beneath,0.8
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,தங்கும்,,தங்கும்,தங்கு + உம்,வினை,தெரிநிலைவினைமுற்று,,,will abide / dwell,0.82
389,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,உலகு,,உலகு,உலகு,பெயர்,இடப்பெயர்,,,world (here: people of the world),0.85
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,கொடையளி,உம்மைத்தொகை,கொடை,கொடை,பெயர்,தொழிற்பெயர்,,,bounty / giving,0.88
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,1,கொடையளி,உம்மைத்தொகை,அளி,அளி,பெயர்,பண்புப்பெயர்,,,grace / compassion,0.85
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,2,செங்கோல்,பண்புத்தொகை,செங்கோல்,செம்(மை) + கோல்,பெயர்,பொருட்பெயர்,,,sceptre / just rule,0.85
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,குடியோம்பல்,வேற்றுமைத்தொகை,குடி,குடி,பெயர்,பொருட்பெயர்,2:ஐ:செயப்படுபொருள்,,the people / subjects,0.8
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,3,குடியோம்பல்,வேற்றுமைத்தொகை,ஓம்பல்,ஓம்பு + அல்,பெயர்,தொழிற்பெயர்,,,cherishing / protecting,0.82
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,நான்கும்,,நான்கு,நான்கு,பெயர்,எண்ணுப்பெயர்,,,four,0.9
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,1,4,நான்கும்,,உம்,உம்,இடை,உம்மை,,,and / all (inclusive),0.92
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,1,உடையானாம்,,உடையானாம்,உடை + ஆன் + ஆம்,பெயர்,வினையாலணையும்பெயர்,,,he who possesses (with copular ஆம்),0.75
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,வேந்தர்க்,,வேந்தர்,வேந்தர்,பெயர்,பொருட்பெயர்,4:கு:கொடை/நோக்கம்,,for / among kings,0.85
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,2,வேந்தர்க்,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to / for (dative),0.85
390,verified,பொருட்பால்,அரசியல்,39,இறைமாட்சி,2,3,கொளி,,ஒளி,ஒளி,பெயர்,பொருட்பெயர்,,,light / lamp,0.85
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,கற்க,,கற்க,கல்(ற்)+க,வினை,வியங்கோள்வினைமுற்று,,,let (one) learn,0.92
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,கசடறக்,,கசடு,கசடு,பெயர்,பண்புப்பெயர்,,,"fault, blemish",0.78
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,கசடறக்,,அறக்,அற,வினை,வினையெச்சம்,,,so as to be removed,0.85
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,கற்பவை,,கற்பவை,கல்(ற்)+ப+அவை,பெயர்,வினையாலணையும்பெயர்,,,things worth learning,0.82
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,கற்றபின்,,கற்ற,கல்(ற்)+ற்+அ,வினை,பெயரெச்சம்,,,having learned (that learned),0.85
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,கற்றபின்,,பின்,பின்,பெயர்,காலப்பெயர்,,,after,0.85
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,நிற்க,,நிற்க,நில்(ற்)+க,வினை,வியங்கோள்வினைமுற்று,,,let (one) abide/stand,0.92
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,அதற்குத்,,அதற்கு,அது+கு,பெயர்,சுட்டுப்பெயர்,4:கு:கொடை/நோக்கம்,,to that (learning),0.85
391,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,தக,,தக,தகு+அ,வினை,வினையெச்சம்,,,so as to befit,0.8
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,எண்ணென்ப,,எண்,எண்,பெயர்,பொருட்பெயர்,,,number/arithmetic (the art of),0.72
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,எண்ணென்ப,,என்ப,என்+ப,வினை,தெரிநிலைவினைமுற்று,,,they say (it is),0.82
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,ஏனை,,ஏனை,ஏனை,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,the other,0.7
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,எழுத்தென்ப,,எழுத்து,எழுத்து,பெயர்,பொருட்பெயர்,,,letter/literature (the art of),0.72
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,எழுத்தென்ப,,என்ப,என்+ப,வினை,தெரிநிலைவினைமுற்று,,,they say (it is),0.82
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,இவ்விரண்டும்,,இவ்விரண்டு,இ+இரண்டு,பெயர்,எண்ணுப்பெயர்,,அடைமொழி,these two,0.8
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,இவ்விரண்டும்,,உம்,உம்,இடை,உம்மை,,,both (inclusive),0.85
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,கண்ணென்ப,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.85
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,கண்ணென்ப,,என்ப,என்+ப,வினை,தெரிநிலைவினைமுற்று,,,they say (are),0.82
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,வாழும்,,வாழும்,வாழ்+உம்,வினை,பெயரெச்சம்,,,living (that live),0.85
392,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,உயிர்க்கு,,உயிர்க்கு,உயிர்+கு,பெயர்,பொருட்பெயர்,4:கு:கொடை/நோக்கம்,,for life/beings,0.8
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,கண்ணுடையர்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.85
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,கண்ணுடையர்,,உடையர்,உடை+அர்,வினை,குறிப்புவினைமுற்று,,,are possessors of,0.8
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,என்பவர்,,என்பவர்,என்+ப+அர்,பெயர்,வினையாலணையும்பெயர்,,,those who are (so) called,0.78
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,கற்றோர்,,கற்றோர்,கல்(ற்)+ற்+ஓர்,பெயர்,வினையாலணையும்பெயர்,,,the learned,0.85
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,முகத்திரண்டு,,முகத்து,முகம்+அத்து,பெயர்,சினைப்பெயர்,7:கண்:இடம்,,on the face,0.72
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,முகத்திரண்டு,,இரண்டு,இரண்டு,பெயர்,எண்ணுப்பெயர்,,,two,0.82
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,புண்ணுடையர்,,புண்,புண்,பெயர்,பொருட்பெயர்,,,sore/wound,0.85
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,புண்ணுடையர்,,உடையர்,உடை+அர்,வினை,குறிப்புவினைமுற்று,,,are possessors of,0.8
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,கல்லா,,கல்லா,கல்+ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,that learn not,0.82
393,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,தவர்,,தவர்,த+அர்,பெயர்,வினையாலணையும்பெயர்,,,those (who),0.68
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,உவப்பத்,,உவப்ப,உவ(உவக்கு)+அ,வினை,வினையெச்சம்,,,so as to rejoice,0.75
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,தலைக்கூடி,,தலைக்கூடி,தலை+கூடி,வினை,வினையெச்சம்,,,having met together,0.78
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,உள்ளப்,,உள்ள,உள்ளு+அ,வினை,வினையெச்சம்,,,so as to recall/yearn,0.78
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,பிரிதல்,,பிரிதல்,பிரி+தல்,பெயர்,தொழிற்பெயர்,,,the parting,0.85
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,அனைத்தே,,அனைத்து,அனை+த்து,பெயர்,சுட்டுப்பெயர்,,,that much / all of it,0.72
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,அனைத்தே,,ஏ,ஏ,இடை,அசைநிலை,,,(emphatic),0.78
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,புலவர்,,புலவர்,புலவர்,பெயர்,பொருட்பெயர்,6:அது:உடைமை,,of the learned,0.78
394,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,தொழில்,,தொழில்,தொழில்,பெயர்,தொழிற்பெயர்,,,task/art,0.82
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,உடையார்முன்,,உடையார்,உடை+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,the wealthy/those who own,0.8
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,உடையார்முன்,,முன்,முன்,பெயர்,இடப்பெயர்,,,before/in front,0.8
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,இல்லார்போல்,,இல்லார்,இல்+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,the destitute (those without),0.78
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,இல்லார்போல்,,போல்,போல்,இடை,உவமைஉருபு,,,like,0.85
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,ஏக்கற்றுங்,,ஏக்கற்று,ஏக்கு+அற்று,வினை,வினையெச்சம்,,,having yearned/pined,0.75
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,ஏக்கற்றுங்,,உம்,உம்,இடை,உம்மை,,,even (concessive),0.8
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,கற்றார்,,கற்றார்,கல்(ற்)+ற்+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,the learned,0.82
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,கடையரே,,கடையர்,கடை+அர்,வினை,குறிப்புவினைமுற்று,,,are the lowest,0.72
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,கடையரே,,ஏ,ஏ,இடை,ஏகாரம்,,,(emphatic assertion),0.78
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,கல்லா,,கல்லா,கல்+ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,that learn not,0.82
395,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,தவர்,,தவர்,த+அர்,பெயர்,வினையாலணையும்பெயர்,,,those (who),0.68
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,தொட்டனைத்,,தொட்டனைத்து,தொட்ட+அனைத்து,பெயர்,வினையாலணையும்பெயர்,,,as much as is dug,0.7
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,தூறும்,,ஊறும்,ஊறு+உம்,வினை,தெரிநிலைவினைமுற்று,,,wells up,0.78
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,மணற்கேணி,வேற்றுமைத்தொகை,மணல்,மணல்,பெயர்,பொருட்பெயர்,,,sand,0.8
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,3,மணற்கேணி,வேற்றுமைத்தொகை,கேணி,கேணி,பெயர்,இடப்பெயர்,,,well/spring,0.82
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,4,மாந்தர்க்குக்,,மாந்தர்க்கு,மாந்தர்+கு,பெயர்,பொருட்பெயர்,4:கு:கொடை/நோக்கம்,,for people,0.82
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,1,கற்றனைத்,,கற்றனைத்து,கற்ற+அனைத்து,பெயர்,வினையாலணையும்பெயர்,,,as much as is learned,0.7
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,2,தூறும்,,ஊறும்,ஊறு+உம்,வினை,தெரிநிலைவினைமுற்று,,,wells up,0.78
396,verified,பொருட்பால்,அரசியல்,40,கல்வி,2,3,அறிவு,,அறிவு,அறி+வு,பெயர்,தொழிற்பெயர்,,,knowledge,0.85
397,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,1,யாதானும்,,யாதானும்,யாது+ஆன்+உம்,பெயர்,வினாப்பெயர்,,,whatever (any),0.7
397,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,நாடாமால்,,நாடாம்,நாடு+ஆம்,வினை,குறிப்புவினைமுற்று,,,becomes (one's) land,0.65
397,verified,பொருட்பால்,அரசியல்,40,கல்வி,1,2,நாடாமால்,,ஆல்,ஆல்,இடை,அசைநிலை,,,(expletive/wonder),0.78
